date,site,replicate,headspaceCO2,concentrationCO2Air,waterTemp,do.sat,do.sat.moles,DO_mgL,DO_micromol,o2_departure,barometricPressure
2022-07-28,5,3,4.2372322415931984,361.530665,25.9,7.87780497190711,246.18140537209715,9.1,284.375,38.193594627902854,98.31
2022-07-28,6,1,0.2407781483400473,361.530665,25.7,7.906662444732909,247.0832013979034,13.15,410.9375,163.8542986020966,98.31
2022-07-28,6,2,0.2407781483400473,361.530665,25.7,7.906662444732909,247.0832013979034,13.15,410.9375,163.8542986020966,98.31
2022-07-28,6,3,0.2407781483400473,361.530665,25.7,7.906662444732909,247.0832013979034,13.15,410.9375,163.8542986020966,98.31
2022-07-28,7,1,4.706192485166538,361.530665,26.1,7.851611094600195,245.3628467062561,11.78,368.125,122.76215329374388,98.34
2022-07-28,7,2,3.141455684090692,361.530665,26.1,7.851611094600195,245.3628467062561,11.78,368.125,122.76215329374388,98.34
2022-07-28,7,3,3.63620183256608,361.530665,26.1,7.851611094600195,245.3628467062561,11.78,368.125,122.76215329374388,98.34
2022-07-28,8,1,5.121555157791305,361.530665,25.5,7.934870038321429,247.96468869754463,10.22,319.375,71.41031130245534,98.3
2022-07-28,8,2,4.056743734414998,361.530665,25.5,7.934870038321429,247.96468869754463,10.22,319.375,71.41031130245534,98.3
2022-07-28,8,3,4.327329244317847,361.530665,25.5,7.934870038321429,247.96468869754463,10.22,319.375,71.41031130245534,98.3
2022-08-04,1,1,6.015214746873673,361.44697,25.7,7.936621968694927,248.01943652171644,8.84,276.25,28.230563478283557,98.67
2022-08-04,1,2,5.462874171880074,361.44697,25.7,7.936621968694927,248.01943652171644,8.84,276.25,28.230563478283557,98.67
2022-08-04,1,3,5.526942244818035,361.44697,25.7,7.936621968694927,248.01943652171644,8.84,276.25,28.230563478283557,98.67
2022-08-04,2,1,5.730052637848494,361.44697,25.1,8.024608087776134,250.7690027430042,8.82,275.625,24.855997256995806,98.67
2022-08-04,2,2,6.982321414861243,361.44697,25.1,8.024608087776134,250.7690027430042,8.82,275.625,24.855997256995806,98.67
2022-08-04,2,3,6.377452514263075,361.44697,25.1,8.024608087776134,250.7690027430042,8.82,275.625,24.855997256995806,98.67
2022-08-04,3,1,18.064695304592338,361.44697,24.6,8.099246588672333,253.1014558960104,9.01,281.5625,28.46104410398962,98.67
2022-08-04,3,2,22.510927000317643,361.44697,24.6,8.099246588672333,253.1014558960104,9.01,281.5625,28.46104410398962,98.67
2022-08-04,3,3,19.05532328908668,361.44697,24.6,8.099246588672333,253.1014558960104,9.01,281.5625,28.46104410398962,98.67
2022-08-04,4,1,8.708984160521952,361.44697,25,8.039438829109086,251.23246340965895,7.37,230.3125,-20.919963409658948,98.67
2022-08-04,4,2,11.400585494402709,361.44697,25,8.039438829109086,251.23246340965895,7.37,230.3125,-20.919963409658948,98.67
2022-08-04,4,3,8.846733684407996,361.44697,25,8.039438829109086,251.23246340965895,7.37,230.3125,-20.919963409658948,98.67
2022-08-04,5,1,5.004859368282813,361.44697,25.8,7.922952505465386,247.59226579579337,8.47,264.6875,17.095234204206662,98.68
2022-08-04,5,2,4.11842051543449,361.44697,25.8,7.922952505465386,247.59226579579337,8.47,264.6875,17.095234204206662,98.68
2022-08-04,5,3,5.254339466177228,361.44697,25.8,7.922952505465386,247.59226579579337,8.47,264.6875,17.095234204206662,98.68
2022-08-04,6,1,3.5769000601892604,361.44697,26,7.896572056453484,246.76787676417135,15.87,495.9375,249.16962323582865,98.71
2022-08-04,6,2,3.512599927157402,361.44697,26,7.896572056453484,246.76787676417135,15.87,495.9375,249.16962323582865,98.71
2022-08-04,6,3,3.5535149046616925,361.44697,26,7.896572056453484,246.76787676417135,15.87,495.9375,249.16962323582865,98.71
2022-08-04,7,1,2.821463211884746,361.44697,26.5,7.825185443427442,244.5370451071076,10.62,331.875,87.33795489289241,98.71
2022-08-04,7,2,2.821463211884746,361.44697,26.5,7.825185443427442,244.5370451071076,10.62,331.875,87.33795489289241,98.71
2022-08-04,7,3,2.821463211884746,361.44697,26.5,7.825185443427442,244.5370451071076,10.62,331.875,87.33795489289241,98.71
2022-08-04,8,1,4.949519290169,361.44697,26.6,7.811042627828649,244.0950821196453,9.68,302.5,58.4049178803547,98.71
2022-08-04,8,2,4.64259692304803,361.44697,26.6,7.811042627828649,244.0950821196453,9.68,302.5,58.4049178803547,98.71
2022-08-04,8,3,5.094541229146742,361.44697,26.6,7.811042627828649,244.0950821196453,9.68,302.5,58.4049178803547,98.71
2022-08-12,1,1,5.170292437292039,346.66145,25.4,8.043960556487566,251.3737673902364,9.28,290,38.626232609763576,99.43
2022-08-12,1,2,5.197678612278698,346.66145,25.4,8.043960556487566,251.3737673902364,9.28,290,38.626232609763576,99.43
2022-08-12,1,3,5.1410763197699225,346.66145,25.4,8.043960556487566,251.3737673902364,9.28,290,38.626232609763576,99.43
2022-08-12,2,1,4.123453773509486,346.66145,24.4,8.194062722720611,256.0644600850191,8.71,272.1875,16.123039914980893,99.43
2022-08-12,2,2,4.0258111529612615,346.66145,24.4,8.194062722720611,256.0644600850191,8.71,272.1875,16.123039914980893,99.43
2022-08-12,2,3,3.5694118050169408,346.66145,24.4,8.194062722720611,256.0644600850191,8.71,272.1875,16.123039914980893,99.43
2022-08-12,3,1,6.659689101767792,346.66145,24.4,8.191512022807514,255.9847507127348,10.07,314.6875,58.70274928726519,99.4
2022-08-12,3,2,6.688737815226688,346.66145,24.4,8.191512022807514,255.9847507127348,10.07,314.6875,58.70274928726519,99.4
2022-08-12,3,3,6.716433120803916,346.66145,24.4,8.191512022807514,255.9847507127348,10.07,314.6875,58.70274928726519,99.4
2022-08-12,4,1,3.7773610576254297,346.66145,24.7,8.143440930183788,254.48252906824337,10.87,339.6875,85.20497093175663,99.37
2022-08-12,4,2,3.4235525872974497,346.66145,24.7,8.143440930183788,254.48252906824337,10.87,339.6875,85.20497093175663,99.37
2022-08-12,4,3,3.5032475423004676,346.66145,24.7,8.143440930183788,254.48252906824337,10.87,339.6875,85.20497093175663,99.37
2022-08-12,5,1,5.50252588001058,346.66145,25.1,8.089320088395931,252.7912527623729,8.52,266.25,13.458747237627136,99.44
2022-08-12,5,2,5.319709106184025,346.66145,25.1,8.089320088395931,252.7912527623729,8.52,266.25,13.458747237627136,99.44
2022-08-12,5,3,5.317754176132278,346.66145,25.1,8.089320088395931,252.7912527623729,8.52,266.25,13.458747237627136,99.44
2022-08-12,6,1,3.74908361775857,346.66145,25,8.107624783647834,253.36327448899485,7.27,227.1875,-26.175774488994847,99.48
2022-08-12,6,2,3.739571411013492,346.66145,25,8.107624783647834,253.36327448899485,7.27,227.1875,-26.175774488994847,99.48
2022-08-12,6,3,3.730059594954613,346.66145,25,8.107624783647834,253.36327448899485,7.27,227.1875,-26.175774488994847,99.48
2022-08-12,7,1,2.442677824378367,346.66145,25.3,8.059589979863956,251.86218687074864,11.17,349.0625,97.20031312925136,99.44
2022-08-12,7,2,1.6249150430989792,346.66145,25.3,8.059589979863956,251.86218687074864,11.17,349.0625,97.20031312925136,99.44
2022-08-12,7,3,1.7405690101090705,346.66145,25.3,8.059589979863956,251.86218687074864,11.17,349.0625,97.20031312925136,99.44
2022-08-12,8,1,4.916624739526614,346.66145,24.3,8.213603017009914,256.67509428155984,7.85,245.3125,-11.362594281559836,99.48
2022-08-12,8,2,4.799550828328131,346.66145,24.3,8.213603017009914,256.67509428155984,7.85,245.3125,-11.362594281559836,99.48
2022-08-12,8,3,4.723958460738163,346.66145,24.3,8.213603017009914,256.67509428155984,7.85,245.3125,-11.362594281559836,99.48
2022-08-18,1,1,4.5000104164784505,326.409745,24.2,8.164107990689669,255.1283747090521,10.62,331.875,76.74662529094789,98.72
2022-08-18,1,2,4.830287691056646,326.409745,24.2,8.164107990689669,255.1283747090521,10.62,331.875,76.74662529094789,98.72
2022-08-18,1,3,4.764735886562413,326.409745,24.2,8.164107990689669,255.1283747090521,10.62,331.875,76.74662529094789,98.72
