sampledate,site,Depth,Temp_C,pH,DO_mgL,DO_perc,Conductivity,dic
2022-08-18,1,1,24.2,8.83,10.71,127.8,714,NA
2022-08-18,1,1.25,24.1,8.82,10.78,128,715,NA
2022-08-18,1,1.5,23.9,8.82,10.99,130.4,715,NA
2022-08-18,1,1.75,23.8,8.82,11.02,130.8,714,NA
2022-08-18,1,2,23.8,8.77,10.6,126.4,715,NA
2022-08-18,1,2.25,23.7,8.72,9.82,116.2,717,NA
2022-08-18,1,2.5,23.6,8.69,9.29,109.4,719,NA
2022-08-18,1,2.75,23.4,8.3,6.94,81.6,744,NA
2022-08-18,1,3,23.3,8.18,6.66,78.3,755,NA
2022-08-18,1,3.25,23.1,7.89,5.46,64.5,792,NA
2022-09-09,1,0,22.6,8.85,10.11,117.1,612,NA
2022-09-09,1,0.5,22.6,8.84,10.23,118.5,612,NA
2022-09-09,1,0.75,22.6,8.84,10.24,118.6,612,NA
2022-09-09,1,1,22.6,8.84,10.23,118.6,612,NA
2022-09-09,1,1.25,22.6,8.84,10.24,118.5,612,NA
2022-09-09,1,1.5,22.6,8.83,10.21,118.3,612,NA
2022-09-09,1,1.75,22.6,8.83,10.2,118.2,612,NA
2022-09-09,1,2,22.6,8.82,10.12,117.2,613,NA
2022-09-09,1,2.25,22.5,8.79,9.82,113.5,614,NA
2022-09-09,1,2.5,21.9,8.45,6.75,77,624,NA
2022-09-09,1,2.75,21.6,8.22,5.86,66.8,634,NA
2022-09-09,1,3,21.4,8.09,5.3,59.9,645,NA
2022-09-09,1,3.25,21.3,7.72,3.47,39,676,NA
2022-09-23,1,0.5,19.6,8.45,8.1,88.7,698,NA
2022-09-23,1,0.75,19.6,8.46,8.1,88.6,698,NA
2022-09-23,1,1,19.6,8.46,8.07,88.3,698,NA
2022-09-23,1,1.25,19.6,8.45,8.05,88.1,698,NA
2022-09-23,1,1.5,19.6,8.44,8,87.6,698,NA
2022-09-23,1,1.75,19.6,8.43,7.94,86.9,698,NA
2022-09-23,1,2,19.6,8.44,7.97,87.1,698,NA
2022-09-23,1,2.25,19.6,8.43,7.89,86.2,698,NA
2022-09-23,1,2.5,19.6,8.42,7.89,86.2,698,NA
2022-09-23,1,2.75,19.6,8.4,7.8,85.4,697,NA
2022-09-23,1,3,19.6,8.39,7.64,83.6,697,NA
2022-09-23,1,3.25,19.5,8.35,7.54,82.4,696,NA
2022-10-19,1,0.5,7.4,8.29,11.37,94.7,748,NA
2022-10-19,1,0.75,7.4,8.3,11.38,94.8,748,NA
2022-10-19,1,1,7.4,8.3,11.39,94.9,748,NA
2022-10-19,1,1.25,7.4,8.3,11.4,94.9,748,NA
2022-10-19,1,1.5,7.4,8.31,11.4,95,749,NA
2022-10-19,1,1.75,7.4,8.31,11.4,95,748,NA
2022-10-19,1,2,7.4,8.32,11.41,95.1,748,NA
2022-10-19,1,2.25,7.3,8.32,11.42,95.1,748,NA
2022-10-19,1,2.5,7.3,8.32,11.43,95.1,748,NA
2022-10-19,1,2.75,7.4,8.36,11.27,93.8,747,NA
2022-10-19,1,3,7.3,8.36,11.38,94.8,748,NA
2022-10-19,1,3.25,7.3,8.36,11.43,95.1,747,NA
2022-10-28,1,0.5,11.4,8.5,11.81,108.4,751,NA
2022-10-28,1,0.75,11.2,8.51,11.94,109,751,NA
2022-10-28,1,1,11.1,8.51,11.96,109,751,NA
2022-10-28,1,1.25,11,8.49,11.95,108.6,753,NA
2022-10-28,1,1.5,10.9,8.5,11.88,107.8,752,NA
2022-10-28,1,1.75,10.9,8.49,11.8,107,751,NA
2022-10-28,1,2,10.8,8.48,11.67,105.7,752,NA
2022-10-28,1,2.25,10.8,8.48,11.64,105.4,752,NA
2022-10-28,1,2.5,10.8,8.47,11.58,104.8,752,NA
2022-10-28,1,2.75,10.8,8.45,11.43,103.5,755,NA
2022-10-28,1,3,10.8,8.45,11.36,102.8,755,NA
2022-10-28,1,3.25,10.7,8.17,10.82,98,779,NA
2023-01-23,1,0.5,3.4,8.48,21.87,164.5,779,NA
2023-01-23,1,0.75,3.9,8.45,22.53,171.7,812,NA
2023-01-23,1,1,4,8.44,22.72,173.8,817,NA
2023-01-23,1,1.25,4.2,8.39,22.64,173.9,820,NA
2023-01-23,1,1.5,4.1,8.13,19.9,153.1,839,NA
2023-01-23,1,1.75,4,7.82,16.93,130.1,856,NA
2023-01-23,1,2,4,7.71,15.46,118.6,864,NA
2023-01-23,1,2.25,4,7.52,14.15,108.3,872,NA
2023-01-23,1,2.5,4,7.42,13.3,101.8,889,NA
2023-01-23,1,2.75,4,7.52,12.5,95.6,946,NA
2023-01-23,1,3,4,7.5,12.46,95.5,988,NA
2023-01-23,1,3.25,4.3,7.26,8.61,67.5,1032,NA
2023-02-10,1,0.5,3.6,8.41,19.77,149.4,805,NA
2023-02-10,1,0.75,4.4,8.37,19.68,152.5,824,NA
2023-02-10,1,1,4.7,8.39,19.3,150.3,848,NA
2023-02-10,1,1.25,4.6,8.37,18.3,142.5,868,NA
2023-02-10,1,1.5,4.5,8.18,16.18,126.3,879,NA
2023-02-10,1,1.75,4.4,8.07,14.28,110.6,890,NA
2023-02-10,1,2,4.4,7.91,12.25,95.1,901,NA
2023-02-10,1,2.25,4.4,7.75,8.71,68,920,NA
2023-02-10,1,2.5,4.5,7.64,5.22,40.6,956,NA
2023-02-10,1,2.75,4.5,7.66,5.32,41.2,976,NA
2023-02-10,1,3,4.2,7.68,5.63,43.3,1018,NA
2023-02-10,1,3.25,3.6,7.9,10.58,79.5,1151,NA
2023-02-17,1,0.5,4.2,8.64,18.94,145.5,830,NA
2023-02-17,1,0.75,4.8,8.53,18.95,148,855,NA
2023-02-17,1,1,5.1,8.49,18.58,146.2,867,NA
2023-02-17,1,1.25,5.2,8.38,17.93,141.5,877,NA
2023-02-17,1,1.5,5.3,8.2,16.46,130.4,896,NA
2023-02-17,1,1.75,5.2,8.03,13.99,110.6,911,NA
2023-02-17,1,2,5.2,7.82,11.4,91,921,NA
2023-02-17,1,2.25,4.9,7.64,11.25,57.7,945,NA
2023-02-17,1,2.5,4.6,7.6,11.97,62.4,947,NA
2023-02-17,1,2.75,4.1,7.82,13.01,100.4,1040,NA
2023-02-17,1,3,3.9,7.69,12.31,94.1,1159,NA
2023-02-17,1,3.25,3.9,7.77,13.52,103.3,1243,NA
2023-02-17,1,3.5,4,7.73,12.92,98.9,1442,NA
2023-03-23,1,0.5,4.5,8.08,14.22,110.3,862,NA
2023-03-23,1,0.75,4.5,8.05,14.27,110.6,852,NA
2023-03-23,1,1,4.5,8.04,14.31,110.9,862,NA
2023-03-23,1,1.25,4.5,8.03,14.84,111.2,862,NA
2023-03-23,1,1.5,4.5,8.03,14.35,111.3,862,NA
2023-03-23,1,1.75,4.5,8.04,14.36,111.3,862,NA
2023-03-23,1,2,4.5,8.05,14.36,111.3,862,NA
2023-03-23,1,2.25,4.5,8.06,14.37,111.4,862,NA
2023-03-23,1,2.5,4.5,8.07,14.38,111.5,862,NA
2023-03-23,1,2.75,4.5,8.07,14.39,111.6,862,NA
2023-03-23,1,3,4.5,8.07,14.39,111.6,862,NA
2023-03-23,1,3.25,4.5,8.07,14.38,111.5,862,NA
2023-03-28,1,0.5,6.4,7.93,14.79,120.4,861,NA
2023-03-28,1,0.75,6.3,7.91,14.82,120.4,861,NA
2023-03-28,1,1,6.4,7.92,14.83,120.6,861,NA
2023-03-28,1,1.25,6.4,7.91,14.84,120.6,861,NA
2023-03-28,1,1.5,6.4,7.91,14.85,120.6,860,NA
2023-03-28,1,1.75,6.3,7.91,14.85,120.6,861,NA
2023-03-28,1,2,6.3,7.91,14.87,120.6,860,NA
2023-03-28,1,2.25,6.2,7.92,14.93,119.9,859,NA
2023-03-28,1,2.5,5.8,7.92,15.04,120.9,859,NA
2023-03-28,1,2.75,5.8,7.91,15.1,120.7,855,NA
2023-03-28,1,3,5.7,7.92,15.15,121.1,858,NA
2023-03-28,1,3.25,5.6,7.93,15.23,121.4,858,NA
2023-04-07,1,0.5,7.3,8.31,12.26,102,824,NA
2023-04-07,1,0.75,7.3,8.33,12.27,102.1,824,NA
2023-04-07,1,1,7.3,8.3,12.28,102.1,824,NA
2023-04-07,1,1.25,7.3,8.28,12.29,102.3,825,NA
2023-04-07,1,1.5,7.3,8.29,12.29,102.2,824,NA
2023-04-07,1,1.75,7.3,8.28,12.29,102.2,824,NA
2023-04-07,1,2,7.2,8.29,12.28,101.9,823,NA
2023-04-07,1,2.25,7.1,8.3,12.27,101.6,824,NA
2023-04-07,1,2.5,7.2,8.3,12.28,101.9,823,NA
2023-04-07,1,2.75,7.1,8.1,12.28,101.7,823,NA
2023-04-07,1,3,7,8.32,12.29,101.6,823,NA
2023-04-07,1,3.25,7,8.3,12.3,101.7,823,NA
2023-04-27,1,0,10.4,8.37,11.91,107.7,869,NA
2023-04-27,1,0.5,10.4,8.32,12.12,107.9,871,NA
2023-04-27,1,0.75,10.3,8.3,12.13,108.5,871,NA
2023-04-27,1,1,10.3,8.29,12.15,108.8,871,NA
2023-04-27,1,1.25,10.3,8.29,12.14,108.6,870,NA
2023-04-27,1,1.5,10.3,8.28,12.14,108.6,871,NA
2023-04-27,1,1.75,10.3,8.28,12.11,108.3,872,NA
2023-04-27,1,2,10.3,8.28,12.2,109.3,872,NA
2023-04-27,1,2.25,10.3,8.28,12.23,109.4,872,NA
2023-04-27,1,2.5,10.3,8.28,12.21,109.3,871,NA
2023-04-27,1,2.75,10.2,8.28,12.16,108.7,870,NA
2023-04-27,1,3,10.2,8.28,12.12,107.7,867,NA
2023-04-27,1,3.25,9.9,8.28,12.12,107.3,867,NA
2023-05-04,1,0.5,11.8,8.43,11.62,107.6,871,NA
2023-05-04,1,0.75,11.8,8.38,11.62,107.5,873,NA
2023-05-04,1,1,11.7,8.33,11.61,107.3,871,NA
2023-05-04,1,1.25,11.7,8.3,11.6,107.3,872,NA
2023-05-04,1,1.5,11.7,8.27,11.6,107.3,872,NA
2023-05-04,1,1.75,11.5,8.24,11.46,104.7,875,NA
2023-05-04,1,2,11,8.25,11.62,105.8,873,NA
2023-05-04,1,2.25,10.8,8.26,11.63,105.1,874,NA
2023-05-04,1,2.5,10.7,8.24,11.67,105.3,873,NA
2023-05-04,1,2.75,10.5,8.21,11.54,103.8,873,NA
2023-05-04,1,3,10.5,8.18,11.48,103.2,872,NA
2023-05-04,1,3.25,10.5,8.16,11.48,102.8,872,NA
2023-05-17,1,0.5,17.2,7.82,9.88,103,866,NA
2023-05-17,1,0.75,17.3,7.81,9.87,103,866,NA
2023-05-17,1,1,17.2,7.81,9.9,103.2,866,NA
2023-05-17,1,1.25,17.2,7.8,9.91,103.3,866,NA
2023-05-17,1,1.5,17.3,7.79,9.9,103.3,866,NA
2023-05-17,1,1.75,17.2,7.78,9.91,103.3,866,NA
2023-05-17,1,2,17.2,7.78,9.91,103.2,866,NA
2023-05-17,1,2.25,17.2,7.78,9.92,103.3,866,NA
2023-05-17,1,2.5,17.2,7.77,9.93,103.4,866,NA
2023-05-17,1,2.75,17.2,7.78,10,104.1,866,NA
2023-05-17,1,3,17.1,7.8,10.24,106.4,865,NA
2023-05-17,1,3.25,17,7.8,10.3,106.9,864,NA
2022-06-06,2,0,21.1,8.9,15.7,176.8,748,NA
2022-06-06,2,0.5,20.7,8.92,17.87,199.2,741,NA
2022-06-09,2,0,19.3,8.7,11.92,129.7,737,NA
2022-06-16,2,0,22.9,8.79,11.82,137.7,723,NA
2022-06-23,2,0,25.6,8.75,11.97,146.9,740,NA
2022-06-23,2,0.5,25,8.71,12.25,148,740,NA
2022-06-28,2,0.5,22.9,8.62,13.36,155.7,772,NA
2022-07-01,2,0,24.6,8.45,9.06,109.1,770,NA
2022-07-01,2,0.5,24.6,8.35,9.07,109.2,773,NA
2022-07-05,2,0,26.2,8.36,8.16,101.3,768,NA
2022-07-05,2,0.5,25.5,8.08,6.62,81,780,NA
2022-07-07,2,0.5,26.4,8.42,8.25,107,737,NA
2022-07-11,2,0,23.7,8.37,6.83,81,751,NA
2022-07-11,2,0.5,23.6,8.15,5.8,68.7,766,NA
2022-07-18,2,0,27.3,8.77,9.24,117,733,NA
2022-07-25,2,0,25.3,8.77,8.97,109.3,710,NA
2022-08-02,2,0,25.8,8.87,10.21,125.7,723,NA
2022-08-02,2,0.5,24.2,8.5,8.37,99.9,754,NA
2022-08-04,2,0,25.1,8.74,8.82,107.2,728,NA
2022-08-04,2,0.5,24.1,8.16,5.13,61,743,NA
2022-08-12,2,0,24.4,8.85,8.71,105.1,681,NA
2022-08-12,2,0.5,24,8.25,5.53,67,697,NA
2022-08-16,2,0,23.1,8.86,9.21,108,710,NA
2022-08-18,2,0,24.2,8.83,8.74,104.4,715,NA
2022-08-18,2,0.5,22.9,8.68,7.04,81.2,722,NA
2022-09-09,2,0,22.6,8.51,7.18,83.2,626,NA
2022-09-09,2,0.5,21.9,8.39,6.85,78.3,643,NA
2022-09-23,2,0.5,16.8,8.5,9.33,96.7,696,NA
2022-10-19,2,0.5,6.3,8.4,12.88,104.5,782,NA
2022-10-28,2,0.5,10,8.44,12.64,112.3,762,NA
2023-01-23,2,0.5,1.3,7.38,19.4,138.7,1007,NA
2023-02-10,2,0.5,1.2,8.16,22.56,159.8,994,NA
2023-02-17,2,0,0.7,8.17,21.75,151.9,1007,NA
2023-02-17,2,0.5,0.7,7.88,18.54,130.6,1358,NA
2023-03-23,2,0.5,4.8,8.37,15.23,119,861,NA
2023-03-28,2,0.5,7.6,8.33,16.37,137.4,933,NA
2023-04-07,2,0.5,7.7,8.44,13.29,111.8,852,NA
2023-04-27,2,0,10.7,8.38,12.77,115.2,870,NA
2023-04-27,2,0.5,10.7,8.34,12.93,116.8,870,NA
2023-05-04,2,0.5,12.7,8.3,15.5,148.3,867,NA
2023-05-17,2,0.5,16.6,8.06,12.42,127.6,860,NA
2022-06-01,3,0.5,20.7,8.66,13.88,153.9,820,NA
2022-06-01,3,0.75,20.7,8.88,16.01,178.8,822,NA
2022-06-06,3,0,20.1,8.3,12.84,142.8,797,NA
2022-06-06,3,0.5,19.8,8.38,17.71,193.7,984,NA
2022-06-09,3,0,18.8,8.43,10.81,116.3,656,NA
2022-06-09,3,0.5,18.1,8.38,10.82,114.2,699,NA
2022-06-09,3,0.75,15.7,7.88,9.5,95.7,710,NA
2022-06-09,3,1,15.4,7.88,9.96,99.6,734,NA
2022-06-13,3,0.5,21.5,8.37,11.23,127.6,811,NA
2022-06-13,3,0.75,21.1,8.12,9.73,110,831,NA
2022-06-13,3,1,20.8,7.96,8.3,92.8,838,NA
2022-06-16,3,0,23.4,8.05,6.43,75.7,670,NA
2022-06-16,3,0.5,23.4,8.1,6.7,78.7,684,NA
2022-06-16,3,0.75,23.4,8.3,6.99,81.9,695,NA
2022-06-16,3,1,23.4,8.38,8.21,96.5,721,NA
2022-06-16,3,1.25,23.3,8.51,9.13,107.3,752,NA
2022-06-16,3,1.5,23.1,8.54,9.24,108.2,773,NA
2022-06-20,3,0.5,23.3,8.37,11.41,133.7,749,NA
2022-06-20,3,0.75,23.1,8,9.51,111.4,874,NA
2022-06-23,3,0,25.9,8.66,11.7,144.4,774,NA
2022-06-23,3,0.5,25.8,8.34,11.2,137.5,826,NA
2022-06-23,3,0.75,24.7,8.01,11.44,138,940,NA
2022-06-23,3,1,24.4,7.85,11.92,142.6,1067,NA
2022-06-28,3,0.5,25,8.6,12.1,146.8,777,NA
2022-06-28,3,0.75,24.5,8.47,11.43,137.4,787,NA
2022-06-28,3,1,23.8,8.19,11.4,135.5,841,NA
2022-07-01,3,0,25.4,8.67,10.39,127.1,765,NA
2022-07-01,3,0.5,25.5,8.7,10.87,133.1,765,NA
2022-07-01,3,0.75,25.4,8.69,10.66,130.3,765,NA
2022-07-01,3,1,25.4,8.65,10.13,123.8,766,NA
2022-07-05,3,0,26.5,8.88,12.61,157.9,764,NA
2022-07-05,3,0.5,24.8,8.51,14.28,172.8,891,NA
2022-07-05,3,0.75,23.5,8.26,17.57,206.5,1101,NA
2022-07-07,3,0.5,27.9,8.52,11.13,135.6,640,NA
2022-07-07,3,0.75,22.7,7.75,5.46,65.1,592,NA
2022-07-11,3,0,24.2,8.21,8.04,96.2,778,NA
2022-07-11,3,0.5,24.1,8.18,8.15,97.2,788,NA
2022-07-11,3,0.75,22.8,7.66,5.54,64.7,890,NA
2022-07-11,3,1,22,7.5,4.45,51.1,973,NA
2022-07-13,3,0.5,24.5,8.21,9.74,117.1,849,NA
2022-07-13,3,0.75,22.2,7.59,4.7,54.5,1030,NA
2022-07-18,3,0,27.6,8.67,12.18,154.4,781,NA
2022-07-18,3,0.5,26.4,8.52,11.64,144.5,804,NA
2022-07-18,3,0.75,23.9,7.69,8.16,98.1,931,NA
2022-07-21,3,0,26,8.05,9.48,116.9,835,NA
2022-07-21,3,0.5,25.5,7.88,8.06,98.4,860,NA
2022-07-21,3,0.75,24.4,7.43,4.77,57.1,875,NA
2022-07-21,3,1,24.1,7.34,3.87,46.2,867,NA
2022-07-25,3,0,25.6,8.59,10.31,126.2,757,NA
2022-07-25,3,0.5,24.8,8.69,10.89,131.8,758,NA
2022-07-25,3,0.75,24.2,7.8,6.9,81,829,NA
2022-07-28,3,0.5,25.3,8.27,9.81,120,827,NA
2022-07-28,3,0.75,24.3,7.85,7.52,91.1,875,NA
2022-07-28,3,1,23.4,7.64,6.62,78,889,NA
2022-08-02,3,0,25.3,8.59,10.98,132.3,806,NA
2022-08-02,3,0.5,25,8.56,11.09,134.5,806,NA
2022-08-02,3,0.75,23.9,7.69,6.14,72.4,984,NA
2022-08-04,3,0,24.6,8.38,9.01,108.4,809,NA
2022-08-04,3,0.5,24.2,8.21,8.31,99.3,825,NA
2022-08-04,3,0.75,23.6,7.57,4.5,52.9,931,NA
2022-08-04,3,1,23.4,7.4,3.56,42.2,978,NA
2022-08-04,3,1.25,23.4,6.93,0.4,4.8,950,NA
2022-08-12,3,0,24.4,8.71,10.07,120.5,708,NA
2022-08-12,3,0.5,24.4,8.71,10.08,121,710,NA
2022-08-12,3,0.75,24.4,8.32,9.12,110,727,NA
2022-08-12,3,1,23.9,7.51,2.42,27.8,913,NA
2022-08-12,3,1.25,22.9,7.44,2.22,26.1,915,NA
2022-08-16,3,0,23.5,8.77,11.35,133.9,746,NA
2022-08-16,3,0.5,23.4,8.73,11.29,132.9,752,NA
2022-08-16,3,0.75,22.8,8.47,9.11,106.3,785,NA
2022-08-16,3,1,21.5,7.76,4.86,55.1,889,NA
2022-08-16,3,1.25,21.6,7.75,5.11,58.4,877,NA
2022-08-18,3,0,24.9,8.99,14.41,174.9,740,NA
2022-08-18,3,0.5,24.5,8.84,12.39,150.7,749,NA
2022-08-18,3,0.75,24.2,8.46,9.64,115.6,807,NA
2022-08-18,3,1,23.2,8.12,6.83,80.6,857,NA
2022-08-18,3,1.25,22.6,7.93,5.52,64.1,881,NA
2022-09-09,3,0,22.8,8.15,6.76,87.7,645,NA
2022-09-09,3,0.5,22.2,7.89,4.57,53,650,NA
2022-09-09,3,0.75,22.1,7.79,3.72,43,653,NA
2022-09-09,3,1,21.8,7.67,2.89,33.1,663,NA
2022-09-23,3,0.5,18.6,8.02,7.92,85,739,NA
2022-09-23,3,0.75,18.5,7.91,7.52,80.6,755,NA
2022-09-23,3,1,18,7.75,6.93,73.7,783,NA
2022-09-23,3,1.25,16.4,7.59,6.9,70.6,842,NA
2022-10-19,3,0.5,7.5,8.45,11.91,99.6,743,NA
2022-10-19,3,0.75,7.5,8.45,11.94,99.8,743,NA
2022-10-19,3,1,7.4,8.46,11.99,100.1,743,NA
2022-10-19,3,1.25,7.5,8.47,12.22,101.7,743,NA
2022-10-28,3,0.5,10,8.34,12.75,113.2,790,NA
2022-10-28,3,0.75,9.7,8.34,12.97,114.2,795,NA
2022-10-28,3,1,9.1,7.83,13.26,115.2,1022,NA
2022-10-28,3,1.25,9.1,7.84,13.32,115.8,1013,NA
2023-01-23,3,0.5,2.4,8.49,21.97,161,797,NA
2023-01-23,3,0.75,2.5,8.42,21.91,161.6,829,NA
2023-01-23,3,1,2,7.69,14.55,107.2,1128,NA
2023-02-10,3,0.5,2.5,8.35,19.68,144.4,816,NA
2023-02-10,3,0.75,2.8,8.29,19.56,144.6,853,NA
2023-02-10,3,1,2.6,7.88,17.63,130.7,1027,NA
2023-02-10,3,1.25,2.6,7.78,16.02,118.3,1271,NA
2023-02-17,3,0.5,1.6,8.16,17.86,128.3,930,NA
2023-02-17,3,0.75,1.3,7.84,15.41,109.8,1075,NA
2023-02-17,3,1,1,7.59,12.9,91.1,1292,NA
2023-03-23,3,0.5,5.1,8.55,14.85,117,864,NA
2023-03-23,3,0.75,5.1,8.54,14.93,117.6,864,NA
2023-03-23,3,1,5.1,8.56,15.21,118.8,863,NA
2023-03-28,3,0.5,7.4,8.13,15.87,132.3,863,NA
2023-03-28,3,0.75,7.3,8.1,15.9,131.9,865,NA
2023-03-28,3,1,7,8.05,15.95,131.6,882,NA
2023-04-07,3,0.5,7.1,8.4,12.64,104.7,845,NA
2023-04-07,3,0.75,7.1,8.42,12.71,105.2,845,NA
2023-04-07,3,1,7,8.39,12.87,106.4,849,NA
2023-04-27,3,0,10.8,8.45,14.85,134.1,888,NA
2023-04-27,3,0.5,10.8,8.43,14.95,135.3,888,NA
2023-04-27,3,0.75,10.8,8.41,15.13,136.8,888,NA
2023-04-27,3,1,10.8,8.4,15.15,137.1,887,NA
2023-05-04,3,0.5,12.5,8.39,13.92,131.1,868,NA
2023-05-04,3,0.75,12.5,8.32,13.91,131.1,867,NA
2023-05-04,3,1,12.4,8.31,14.05,130.9,868,NA
2023-05-17,3,0.5,16.1,8.02,12.48,126.8,850,NA
2023-05-17,3,0.75,16,7.99,12.67,128.6,850,NA
2023-05-17,3,1,16,8.01,13.07,132.6,850,NA
2022-06-01,4,0.5,21.3,8.76,12.44,140.7,803,NA
2022-06-01,4,0.75,21.3,8.8,12.84,145.3,792,NA
2022-06-01,4,1,21,8.75,12.74,144,803,NA
2022-06-01,4,1.25,20.9,8.73,11.96,134,804,NA
2022-06-06,4,0,21.3,8.81,14.35,162.1,772,NA
2022-06-06,4,0.5,21.2,8.82,14.58,163.9,796,NA
2022-06-06,4,0.75,21.1,9.04,20.9,243.9,748,NA
2022-06-09,4,0,20.5,8.62,10.98,122.1,777,NA
2022-06-09,4,0.5,20.4,8.61,10.91,121,777,NA
2022-06-09,4,0.75,20.3,8.62,11.68,129.4,777,NA
2022-06-09,4,1,19.9,8.9,15.75,171.5,766,NA
2022-06-09,4,1.25,19.8,8.86,13.04,142.6,760,NA
2022-06-13,4,0.5,21.6,8.78,12.58,143.2,778,NA
2022-06-13,4,0.75,21.6,8.77,12.65,144,777,NA
2022-06-13,4,1,21.6,8.78,12.72,144.8,777,NA
2022-06-13,4,1.25,21.5,8.82,13.66,154.7,773,NA
2022-06-13,4,1.5,21.1,8.88,14.75,166,768,NA
2022-06-13,4,1.75,20.9,8.85,14.29,160.2,764,NA
2022-06-16,4,0,23.9,8.68,10.71,127.2,756,NA
2022-06-16,4,0.5,23.9,8.7,10.99,130.1,755,NA
2022-06-16,4,0.75,23.8,8.73,11.9,142.2,754,NA
2022-06-20,4,0.5,23.2,8.74,13.16,154.4,724,NA
2022-06-23,4,0,26.1,8.74,11.58,143.4,750,NA
2022-06-23,4,0.5,25.7,8.78,12.3,150.8,749,NA
2022-06-23,4,0.75,25.3,8.9,13.88,166,741,NA
2022-06-28,4,0.5,24.9,8.7,11.46,138.7,760,NA
2022-07-01,4,0,25.4,8.67,10.39,127.1,765,NA
2022-07-01,4,0.5,25.5,8.7,10.87,133.1,765,NA
2022-07-01,4,0.75,25.4,8.69,10.66,130.3,765,NA
2022-07-01,4,1,25.4,8.65,10.13,123.8,766,NA
2022-07-05,4,0,27.1,8.91,11.45,144.2,740,NA
2022-07-05,4,0.5,26.6,8.88,11.42,142.7,742,NA
2022-07-05,4,0.75,25.6,8.52,9.06,111,764,NA
2022-07-07,4,0.5,27,8.93,10.61,133.2,706,NA
2022-07-07,4,0.75,26.9,8.79,10.02,125,711,NA
2022-07-11,4,0,24.9,8.55,7.12,86.3,723,NA
2022-07-11,4,0.5,24.9,8.52,6.87,83.4,726,NA
2022-07-11,4,0.75,24.8,8.43,6.37,77.2,727,NA
2022-07-13,4,0.5,24,7.74,4.95,59,774,NA
2022-07-18,4,0,27.1,8.93,12.33,155.1,716,NA
2022-07-18,4,0.5,26.5,8.89,11.83,147.4,715,NA
2022-07-21,4,0.5,25.5,8.46,9.72,118.4,741,NA
2022-07-25,4,0,25.9,8.54,7.3,90.6,708,NA
2022-07-25,4,0.5,25.3,8.29,6,73.2,727,NA
2022-07-25,4,0.75,24.6,7.69,4.4,53,735,NA
2022-07-28,4,0.5,25.8,8.85,10.59,135.3,723,NA
2022-08-02,4,0,25.8,8.84,10.3,126.7,721,NA
2022-08-02,4,0.5,25.4,8.44,7.53,90.8,734,NA
2022-08-04,4,0,25,8.62,7.37,89.3,730,NA
2022-08-04,4,0.5,24.5,8.18,3.56,42.5,740,NA
2022-08-04,4,0.75,24.3,7.92,2.63,31.5,746,NA
2022-08-12,4,0,24.7,8.92,10.87,131.4,685,NA
2022-08-12,4,0.5,24.7,8.83,9.93,120.3,689,NA
2022-08-12,4,0.75,24,7.87,4.12,52.1,708,NA
2022-08-16,4,0,23.9,8.77,10.37,124.3,714,NA
2022-08-16,4,0.5,23.8,8.71,9.3,110.5,717,NA
2022-08-16,4,0.75,23.3,8.16,4.5,52.6,727,NA
2022-08-18,4,0,24.9,8.94,11.54,139.6,714,NA
2022-08-18,4,0.5,24.3,8.7,8.38,100.1,721,NA
2022-08-18,4,0.75,23.8,8.18,4.36,52.3,733,NA
2022-09-09,4,0,23.9,8.88,11.83,140.3,624,NA
2022-09-09,4,0.5,22.8,8.23,6.86,80.2,640,NA
2022-09-09,4,0.75,22.6,7.84,3.83,44.6,652,NA
2022-09-23,4,0.5,19.2,8.31,7.95,86.2,684,NA
2022-09-23,4,0.75,18.4,7.95,5.66,60.5,696,NA
2022-10-19,4,0.5,7.4,8.36,11.76,97.7,764,NA
2022-10-19,4,0.75,7.1,8.36,11.69,96.8,764,NA
2022-10-28,4,0.5,10.5,8.28,11.23,101,767,NA
2022-10-28,4,0.75,10.1,8.05,10.08,89.7,778,NA
2023-01-23,4,0.5,3.5,8.43,23.58,178,774,NA
2023-01-23,4,0.75,3.8,7.93,19.82,151.3,789,NA
2023-02-10,4,0.5,3.4,8.01,21.31,160.6,788,NA
2023-02-10,4,0.75,3.7,7.89,20.58,156.5,803,NA
2023-02-17,4,0.5,2.9,7.76,20.54,151.2,801,NA
2023-02-17,4,0.75,4.1,7.54,18.25,141.2,826,NA
2023-03-23,4,0.5,5.5,8.5,15.32,122.6,873,NA
2023-03-23,4,0.75,5.6,8.49,15.59,124.5,873,NA
2023-03-28,4,0.5,7.9,8.05,16.79,141.6,847,NA
2023-03-28,4,0.75,7.8,8.04,16.75,141.1,847,NA
2023-04-07,4,0.5,7.4,8.59,13.03,108.5,820,NA
2023-04-07,4,0.75,7.4,8.6,13.18,109.8,820,NA
2023-04-27,4,0,10.2,8.34,16.99,151.5,972,NA
2023-04-27,4,0.5,10.2,8.27,17.15,153.2,970,NA
2023-04-27,4,0.75,10.6,8.37,17.33,156.1,928,NA
2023-05-04,4,0.5,14.9,8.5,18.22,180.7,853,NA
2023-05-04,4,0.75,14.9,8.47,19.46,190.3,851,NA
2023-05-17,4,0.5,15.4,8.32,11.29,113.4,862,NA
2023-05-17,4,0.75,15.5,8.28,12.2,122.6,858,NA
2022-06-06,5,0,20.7,8.55,9.31,104,807,NA
2022-06-06,5,0.5,20.6,8.55,9.3,103.8,807,NA
