cluster,site,surface_area_m2,area,depth,Site,biomass,rating,rating_site,geo_site,latitude,longitude,geometry
1,5,193937.544700162,193937.54470016249,3.06409756097561,Site_5,8.54,2,Site 2,P2,43.0537,-89.4177,"list(c(567664.517121043, 567664.51618523, 567629.516675807, 567629.516490744, 567594.516584718, 567594.516584718, 567559.516666152, 567559.516398317, 567524.516433567, 567489.516438839, 567454.516296741, 567454.516296741, 567489.516692049, 567489.51669205, 567524.516320492, 567559.516479686, 567559.516479684, 567594.516071815, 567594.517098124, 567629.516281903, 567629.516281901, 567594.516569451, 567629.516339081, 567629.517089829, 567664.516499779, 567699.516628831, 567734.516417298, 567734.516519291, 
567769.515928885, 567769.516789384, 567804.516201876, 567804.51640082, 567839.516283276, 567839.516283276, 567874.515621164, 567874.517019729, 567909.516440502, 567909.516440502, 567944.516411708, 567944.516617164, 567979.516134321, 567979.51709832, 568014.516392541, 568014.516901294, 568049.516880419, 568069.5164, 568069.5165, 568069.5166, 568069.5167, 568069.516399999, 568069.5161, 568069.5162, 568069.5163, 568069.5164, 568069.5165, 568069.489093287, 568069.406942288, 568069.270272175, 568069.079457559, 
568068.835021456, 568068.537633857, 568068.188109895, 568067.787407603, 568067.336625295, 568066.836998552, 568066.289896835, 568065.696819735, 568065.059392857, 568064.379363371, 568063.658595217, 568046.158709677, 568028.658852261, 568011.158888494, 567999.516528992, 567999.516299999, 567999.515999999, 567999.48858262, 567999.406423571, 567999.269748039, 567999.078930629, 567998.834494341, 567998.537109136, 567998.187590099, 567997.786895207, 567997.3361227, 567996.836508075, 567996.289420695, 
567995.69636004, 567995.058951594, 567994.378942392, 567993.658196232, 567976.158177432, 567958.658196232, 567957.898668747, 567957.10245963, 567956.271751275, 567955.408820637, 567954.516032991, 567953.595835452, 567952.650750262, 567951.683367882, 567950.696339887, 567949.692371702, 567948.674215185, 567947.644661081, 567946.606531378, 567945.562671571, 567944.515942857, 567909.516187513, 567874.516499999, 567839.51642019, 567804.516291348, 567769.516668163, 567769.516511068, 567734.516297871, 
567699.516662844, 567664.516406197, 567664.516406199, 567699.516390664, 567664.5165395, 567664.516539497, 567699.516612132, 567699.516612133, 567664.517121043, 286762.119504031, 286762.119504027, 286727.119163619, 286727.119163619, 286762.119711505, 286762.119891225, 286797.119504086, 286797.119504086, 286832.119333805, 286797.119478287, 286832.119390958, 286832.119487281, 286867.119207914, 286867.119663989, 286902.119621707, 286867.119970526, 286867.119521571, 286832.119489906, 286832.119489912, 
286867.119437768, 286867.119887349, 286902.119186155, 286937.119368338, 286937.119368338, 286972.119374776, 286937.119628511, 286972.119630115, 286972.119630115, 287007.119436793, 287007.119436801, 287042.119430335, 287042.119430336, 287077.118975085, 287077.119135897, 287112.119422762, 287112.119422764, 287077.119729715, 287077.119570338, 287042.119497486, 287042.119497485, 287077.119295761, 287077.119295765, 287042.119495974, 287042.119495973, 287077.119655589, 287077.119725181, 287042.119557143, 
287007.119381408, 286972.119157143, 286937.119362815, 286902.119836643, 286867.119821745, 286832.119657143, 286797.119501084, 286762.119357143, 286761.072630331, 286760.02877241, 286758.990644563, 286757.961092267, 286756.942937496, 286755.938970981, 286754.951944565, 286753.984563658, 286753.039479822, 286752.119283504, 286751.226496935, 286750.363567216, 286749.532859613, 286748.736651069, 286747.97712397, 286730.47733843, 286712.977581013, 286695.477417247, 286683.83492469, 286657.119486681, 286622.119928569, 
286621.073226799, 286620.029394341, 286618.991292175, 286617.961765573, 286616.943636303, 286615.939694896, 286614.952692995, 286613.985335816, 286613.04027473, 286612.120099999, 286611.227333676, 286610.364422691, 286609.533732146, 286608.737538831, 286607.978024985, 286590.477856185, 286572.977724985, 286572.256954472, 286571.576922725, 286570.9394937, 286570.346414576, 286569.799310972, 286569.299682487, 286568.848898594, 286568.448194883, 286568.098669674, 286567.801281009, 286567.556844025, 
286567.366028718, 286567.229358111, 286567.147206813, 286567.1198, 286567.1199, 286567.12, 286567.1199, 286567.1198, 286567.119550001, 286587.119879013, 286622.119242747, 286587.119277243, 286622.119398696, 286622.119745459, 286657.119524989, 286692.1196767, 286692.119946948, 286727.119463162, 286727.1200854, 286762.119504031))"
3,6,149875.018971092,149875.01897109227,1.3545263157894736,Site_6,98.22,7,Site 7,L.E,43.05371,-89.41196,"list(c(567326.272009669, 567325.409079102, 567324.516291752, 567323.59609472, 567322.65101024, 567321.68362876, 567320.696601845, 567319.692634905, 567318.674479785, 567317.644927217, 567316.606799174, 567315.562941136, 567314.516214285, 567313.469487669, 567312.425630334, 567311.387503464, 567310.357952531, 567309.339799506, 567308.335835116, 567307.348811196, 567306.381433151, 567305.436352535, 567304.516159786, 567303.623377124, 567302.760451642, 567301.929748592, 567301.133544905, 567300.374022955, 
567282.874325153, 567271.232606271, 567244.51682061, 567209.51662857, 567174.516526398, 567139.5167, 567138.469963756, 567137.426096637, 567136.387959905, 567135.358399112, 567134.340236305, 567133.336262291, 567132.349228981, 567131.381841854, 567130.436752538, 567129.516551541, 567128.623761153, 567127.760828531, 567126.93011899, 567126.133909521, 567125.374382552, 567107.8743722, 567096.232278123, 567069.516697488, 567069.516683169, 567034.516469304, 566999.516584585, 566964.516734404, 566964.516734409, 
566929.517414227, 566964.516705804, 566999.51660877, 567034.516137443, 567034.516931596, 567069.51636977, 567069.516425801, 567104.515974261, 567104.516788695, 567139.516577917, 567139.516646612, 567174.516246709, 567209.516437841, 567244.516274042, 567209.516819295, 567244.516468839, 567244.51646884, 567279.51665314, 567279.51665314, 567314.516477781, 567314.516477776, 567349.516353795, 567384.516174471, 567384.516174471, 567419.516229309, 567419.516490692, 567454.516296741, 567489.516438839, 567524.516433567, 
567559.516398317, 567559.516666152, 567594.516584718, 567594.516584718, 567629.516490744, 567629.516675807, 567664.51618523, 567664.517121043, 567699.516612133, 567699.516612132, 567664.516539497, 567664.5165395, 567699.516390664, 567664.516406199, 567664.516406197, 567699.516662844, 567734.516297871, 567769.516511068, 567769.516668163, 567734.516942858, 567699.516616752, 567664.516512273, 567629.516488413, 567594.516385714, 567559.516057401, 567532.80044597, 567521.158768762, 567503.659097249, 567502.899565003, 
567502.103349929, 567501.27263449, 567500.409695719, 567499.516898975, 567498.596691459, 567497.651595506, 567496.68420167, 567495.697161627, 567494.693180903, 567493.67501146, 567492.64544415, 567491.60730107, 567490.563427822, 567489.516685715, 567454.516437897, 567419.516238635, 567384.516409747, 567357.800876149, 567346.15858479, 567328.658455827, 567327.898927698, 567327.102718183, 567326.272009669, 286500.939363471, 286500.346287603, 286499.799187162, 286499.299561733, 286498.848780775, 286498.448079866, 
286498.098557313, 286497.801171149, 286497.556736501, 286497.365923355, 286497.229254726, 286497.147105218, 286497.1197, 286497.14711419, 286497.229272645, 286497.365950173, 286497.556772143, 286497.801215519, 286498.098610288, 286498.448141301, 286498.848850503, 286499.299639562, 286499.799272878, 286500.346380972, 286500.939464236, 286501.576897047, 286502.25693222, 286502.977705799, 286520.477753601, 286532.119705322, 286532.119400001, 286532.119000001, 286532.119000001, 286532.119, 286532.146410202, 
286532.228565676, 286532.365241233, 286532.556062242, 286532.800505659, 286533.097901459, 286533.447434474, 286533.848146628, 286534.29893956, 286534.798577638, 286535.345691344, 286535.938781028, 286536.576221019, 286537.256264081, 286537.977046203, 286555.477506555, 286567.1199, 286567.1199, 286587.119812118, 286622.11972975, 286587.119016228, 286622.119284493, 286622.119682494, 286657.119591491, 286692.119460916, 286657.119512704, 286692.119518527, 286692.119518521, 286657.119940626, 286657.119940626, 
286692.119582681, 286692.119582683, 286657.119249904, 286657.119249904, 286692.11966292, 286657.119642556, 286692.119088146, 286727.119446074, 286762.119173433, 286762.119373156, 286797.118999118, 286797.119564217, 286832.1190144, 286832.11993925, 286867.119624687, 286832.119148398, 286832.119045007, 286797.119623444, 286797.119623445, 286832.119390958, 286797.119478287, 286832.119333805, 286797.119504086, 286797.119504086, 286762.119891225, 286762.119711505, 286727.119163619, 286727.119163619, 286762.119504027, 
286762.119504031, 286727.1200854, 286727.119463162, 286692.119946948, 286692.1196767, 286657.119524989, 286622.119745459, 286622.119398696, 286587.119277243, 286622.119242747, 286587.119879013, 286567.119550001, 286567.119300001, 286567.1194, 286567.1195, 286567.11935, 286567.1192, 286567.119450001, 286567.119640826, 286555.477697517, 286537.977626003, 286537.256841142, 286536.576795848, 286535.93935416, 286535.346263336, 286534.799149068, 286534.299511025, 286533.848718738, 286533.448007853, 286533.098476738, 
286532.801083474, 286532.556643233, 286532.365826037, 286532.229154925, 286532.14700452, 286532.1196, 286532.1198, 286532.12, 286532.12005, 286532.120088165, 286520.477763542, 286502.977584579, 286502.25681751, 286501.576789162, 286500.939363471))"
4,1,200899.958144264,200899.9581442643,3.4032,Site_1,0,1,Site 1,P1,43.05219,-89.4241,"list(c(567279.516613654, 567279.516613654, 567244.516292307, 567244.516292307, 567209.51709817, 567209.516380127, 567174.516356828, 567174.516294049, 567139.517296424, 567139.515757779, 567104.516477128, 567104.516477135, 567069.5167805, 567034.516668637, 567034.516617898, 566999.516752803, 567034.516557447, 567034.51670359, 567069.516405351, 567069.516405354, 567104.516631012, 567139.516390761, 567139.516390764, 567174.516431409, 567174.516583989, 567209.516390643, 567244.516240112, 567244.516695879, 
567279.516511736, 567244.51673209, 567244.516732093, 567279.516306668, 567279.516306667, 567314.51674307, 567314.516743067, 567349.515867981, 567349.516964889, 567384.516520126, 567419.516110425, 567419.517206712, 567454.516315568, 567489.516508088, 567489.516508088, 567524.516379092, 567524.517124751, 567559.515820793, 567559.516931272, 567594.516677807, 567629.516110794, 567629.517220656, 567664.516607532, 567699.516562863, 567734.516465194, 567769.516471701, 567769.516485329, 567804.51600305, 
567804.516671957, 567839.516150389, 567839.516150388, 567874.515621164, 567839.516283276, 567839.516283276, 567804.51640082, 567804.516201876, 567769.516789384, 567769.515928885, 567734.516519291, 567734.516417298, 567699.516628831, 567664.516499779, 567629.517089829, 567629.516339081, 567594.516569451, 567629.516281901, 567629.516281903, 567594.517098124, 567594.516071815, 567559.516479684, 567559.516479686, 567524.516320492, 567489.51669205, 567489.516692049, 567454.516296741, 567454.516296741, 
567419.516490692, 567419.516229309, 567384.516174471, 567384.516174471, 567349.516353795, 567314.516477776, 567279.516613654, 286867.119246395, 286867.119716001, 286902.119651078, 286902.119671083, 286937.119458414, 286937.119458416, 286972.119436899, 286972.119436898, 286937.119392886, 286937.119392871, 286972.119343085, 286972.120099673, 287007.119518459, 286972.119615101, 286972.119615101, 287007.119916744, 287042.11979732, 287042.119797321, 287077.119758867, 287077.119970464, 287112.118716999, 
287077.119342904, 287077.119123031, 287042.11963879, 287042.11963879, 287077.119221248, 287042.119524434, 287042.119524435, 287077.11901552, 287112.118907567, 287112.119472524, 287147.119190675, 287147.119306704, 287182.119250593, 287182.119726416, 287217.119362699, 287217.119362706, 287182.11939925, 287217.119400389, 287217.119400394, 287182.119789059, 287217.11918908, 287217.120016191, 287252.119278631, 287252.119278628, 287217.11941136, 287217.119411363, 287252.119268797, 287217.119378988, 287217.119378988, 
287182.11970598, 287217.119104416, 287182.119630351, 287217.119799417, 287217.119799417, 287182.119497457, 287182.119497451, 287147.11940544, 287147.119336468, 287112.119422762, 287077.119135897, 287077.118975085, 287042.119430336, 287042.119430335, 287007.119436801, 287007.119436793, 286972.119630115, 286972.119630115, 286937.119628511, 286972.119374776, 286937.119368338, 286937.119368338, 286902.119186155, 286867.119887349, 286867.119437768, 286832.119489912, 286832.119489906, 286867.119521571, 
286867.119970526, 286902.119621707, 286867.119663989, 286867.119207914, 286832.119487281, 286832.119390958, 286797.119623445, 286797.119623444, 286832.119045007, 286832.119148398, 286867.119624687, 286832.11993925, 286867.119246395))"
5,3,186421.813500176,186421.8135001756,1.8268354430379747,Site_3,16.38,3,Site 3,L.W,43.04994,-89.42984,"list(c(566437.426086069, 566436.387957441, 566435.358404056, 566434.340247888, 566433.336279674, 566432.34925126, 566431.381868063, 566430.436781651, 566429.516582479, 566428.623792783, 566427.760859675, 566426.930148429, 566426.133936, 566425.374404782, 566407.874320676, 566390.374204782, 566355.374349635, 566320.37465326, 566319.653911724, 566318.973907051, 566318.336503014, 566317.743446626, 566317.196363353, 566316.696752654, 566316.245983875, 566315.845292494, 566315.495776737, 566315.198394567, 
566314.953961054, 566314.76314615, 566314.626472844, 566314.544315735, 566314.516900001, 566314.51665, 566314.516459173, 566302.874492615, 566285.374704783, 566284.653941727, 566283.973916732, 566283.336493701, 566282.743419764, 566282.196320496, 566281.696695459, 566281.245914089, 566280.845211948, 566280.495687332, 566280.198298264, 566279.953859866, 566279.763042127, 566279.626368066, 566279.544212296, 566279.5168, 566279.5167, 566279.5166, 566279.544006314, 566279.62615612, 566279.762824249, 
566279.953636105, 566280.198068685, 566280.495452016, 566280.844970992, 566281.245667605, 566281.696443574, 566282.196063353, 566282.743157519, 566283.336226525, 566283.97364481, 566284.653665255, 566285.374423971, 566302.874613389, 566314.516940827, 566314.51675, 566314.5165, 566314.543903025, 566314.626051939, 566314.762721567, 566314.953537293, 566315.197976079, 566315.495367908, 566315.844897613, 566316.245607116, 566316.696398053, 566317.196034781, 566317.743147773, 566318.336237364, 566318.973677866, 
566319.653722022, 566320.374505798, 566337.874768027, 566355.374873607, 566372.874381882, 566390.374043157, 566407.874553096, 566425.374831096, 566442.874501328, 566460.374204783, 566477.874555143, 566509.516349365, 566474.517408215, 566509.516436758, 566544.516906342, 566579.516267305, 566579.516561279, 566614.516690391, 566614.51669039, 566579.516717087, 566579.516512962, 566544.516590989, 566509.516735055, 566474.516768843, 566474.516768841, 566509.516557089, 566509.516664393, 566544.516410166, 
566544.516410167, 566579.516562982, 566579.516562976, 566544.516809397, 566579.516310192, 566614.516669528, 566649.516318818, 566684.51653801, 566684.516926448, 566719.516341756, 566754.51680925, 566789.516379011, 566824.516497192, 566859.516430623, 566894.516405816, 566894.516807588, 566929.516254101, 566929.517414227, 566964.516734409, 566964.516734404, 566999.516584585, 567034.516469304, 567069.516683169, 567069.516697488, 567034.516669515, 566999.516711374, 566972.800796947, 566961.158818531, 
566943.659035623, 566908.658951407, 566873.65887603, 566872.89934893, 566872.103140387, 566871.272432783, 566870.409503065, 566869.516716496, 566868.596520178, 566867.651436342, 566866.684055434, 566865.697029018, 566864.693062504, 566863.674907733, 566862.645355438, 566861.607227591, 566860.563369669, 566859.516642858, 566824.51642681, 566789.516285011, 566754.516637868, 566727.801149609, 566716.15869282, 566698.658395218, 566681.158747391, 566663.659095217, 566662.899585231, 566662.103395978, 566661.272709668, 
566660.409803064, 566659.517041238, 566658.596871091, 566657.651814645, 566656.684462128, 566655.697464882, 566654.69352809, 566653.675403361, 566652.645881194, 566651.607783323, 566650.563954991, 566649.517257142, 566614.517175354, 566579.517057142, 566544.516490667, 566509.516655031, 566474.5167721, 566439.516671428, 566438.46994446, 566437.426086069, 286392.228945767, 286392.365609947, 286392.55641868, 286392.800848966, 286393.098230827, 286393.447749149, 286393.848445913, 286394.29922282, 286394.798844306, 
286395.345940921, 286395.93901309, 286396.57643522, 286397.256460157, 286397.97722397, 286415.477208077, 286432.97722397, 286467.977629119, 286502.977875494, 286503.73738979, 286504.533583216, 286505.364273545, 286506.227183997, 286507.119949487, 286508.0401231, 286508.985182799, 286509.952538342, 286510.939538374, 286511.943477701, 286512.9616047, 286513.991128862, 286515.029228441, 286516.073058186, 286517.119757143, 286552.119769941, 286578.835536105, 286590.477436137, 286607.97712397, 286608.736645407, 
286609.53284777, 286610.363548724, 286611.226471375, 286612.119250512, 286613.03943909, 286613.984514936, 286614.951887661, 286615.938905766, 286616.942863902, 286617.961010289, 286618.99055426, 286620.028673905, 286621.072523811, 286622.119242857, 286657.119295689, 286692.119342857, 286693.166062061, 286694.209912436, 286695.248032862, 286696.277577923, 286697.295725707, 286698.299685542, 286699.286705644, 286700.254080659, 286701.199159081, 286702.119350513, 286703.012132777, 286703.875058817, 
286704.705763413, 286705.501969662, 286706.261495218, 286723.761784636, 286735.404178601, 286762.119873121, 286797.119857143, 286798.166599289, 286799.210472654, 286800.248615929, 286801.278183511, 286802.296353304, 286803.300334453, 286804.287374995, 286805.254769403, 286806.199866, 286807.12007423, 286808.012871755, 286808.875811373, 286809.706527723, 286810.502743769, 286811.262277044, 286828.762189273, 286846.261944856, 286863.761753129, 286881.261714404, 286898.761974341, 286916.262002343, 286933.761572575, 
286951.261176031, 286968.761376391, 286937.119400981, 286902.119483065, 286867.119572139, 286902.119914216, 286867.119576434, 286867.119576433, 286832.119450136, 286832.119294469, 286797.119480508, 286797.119480508, 286762.119901658, 286797.11891504, 286762.120011246, 286762.119753828, 286727.119146528, 286727.119146528, 286692.119870566, 286692.11952818, 286657.119706805, 286657.118922288, 286622.11962827, 286587.119277307, 286622.118892616, 286587.119107495, 286622.119301936, 286622.119301936, 
286587.119656295, 286622.118895434, 286587.119809652, 286622.119418759, 286587.119565552, 286622.119750954, 286622.119750952, 286657.11959149, 286657.119591491, 286622.119682494, 286622.119284493, 286587.119016228, 286622.11972975, 286587.119812118, 286567.1199, 286567.1199, 286567.119650001, 286567.119459173, 286555.477547284, 286537.977864375, 286502.97758016, 286467.977304782, 286467.256536628, 286466.576507142, 286465.939080265, 286465.346003165, 286464.798901448, 286464.299274705, 286463.848492397, 
286463.447790105, 286463.098266143, 286462.800878544, 286462.556442441, 286462.365627825, 286462.228957712, 286462.146806713, 286462.1194, 286462.1195, 286462.1196, 286462.11955, 286462.119511835, 286450.477121573, 286432.976923971, 286415.477376144, 286397.977823969, 286397.257079273, 286396.57707118, 286395.939663471, 286395.346603164, 286394.799515733, 286394.299900647, 286393.84912726, 286393.448431061, 286393.098910288, 286392.801522914, 286392.557084024, 286392.366263582, 286392.229584592, 
286392.147421668, 286392.120000002, 286392.119550002, 286392.119100002, 286392.119550005, 286392.119999999, 286392.119700001, 286392.119400001, 286392.146800732, 286392.228945767))"
6,8,109080.987508045,109080.98750804458,2.3377049180327867,Site_8,38.33,5,Site 5,L.NE,43.05677,-89.41814,"list(c(566495.374889501, 566512.87461261, 566530.374275684, 566547.874182267, 566565.374202755, 566566.133730753, 566566.929941193, 566567.760651645, 566568.623585114, 566569.516376284, 566570.436577995, 566571.381667955, 566572.349055654, 566573.336089464, 566574.340063903, 566575.358227058, 566576.387788124, 566577.425925052, 566578.469792288, 566579.516528571, 566614.516600133, 566649.516728571, 566684.516957247, 566711.232542197, 566722.874466212, 566740.374402754, 566741.133936414, 566741.930153034, 
566742.760870136, 566743.623810673, 566744.516609275, 566745.436818726, 566746.381916677, 566747.349312558, 566748.336354678, 566749.340337497, 566750.358509036, 566751.388078427, 566752.426223557, 566753.470098809, 566754.516842857, 566789.516768912, 566816.232337716, 566827.87429364, 566845.374203767, 566846.133736914, 566846.929952211, 566847.760667216, 566848.623604922, 566849.5164, 566850.436605279, 566851.38169846, 566852.349089021, 566853.336125327, 566854.340101891, 566855.358266792, 566856.387829221, 
566857.425967125, 566858.469834949, 566859.516571428, 566894.516760266, 566929.516853166, 566964.516553213, 566991.232188766, 567002.874550878, 567020.374765391, 567021.134285543, 567021.930485436, 567022.76118279, 567023.62410077, 567024.51687423, 567025.437056194, 567026.382124561, 567027.349489022, 567028.336498155, 567029.340446696, 567030.358582952, 567031.388116343, 567032.426225052, 567033.470063756, 567034.516771429, 567069.516790551, 567096.232466287, 567107.874404801, 567125.37418255, 567142.874581753, 
567160.374705799, 567161.134220932, 567161.930415043, 567162.761105906, 567163.624016746, 567164.516782479, 567165.436956195, 567166.382015862, 567167.34937124, 567168.336370982, 567169.340309899, 567170.358436374, 567171.387959904, 567172.426058751, 567173.46988767, 567174.516585715, 567209.516659872, 567236.232464256, 567247.874353122, 567265.374022955, 567282.874041809, 567300.373983564, 567317.874452827, 567349.516345075, 567314.516262778, 567314.516262774, 567349.515867981, 567314.516743067, 
567314.51674307, 567279.516306667, 567279.516306668, 567244.516732093, 567244.51673209, 567279.516511736, 567244.516695879, 567244.516240112, 567209.516390643, 567174.516583989, 567174.516431409, 567139.516390764, 567139.516390761, 567104.516631012, 567069.516405354, 567069.516405351, 567034.51670359, 567034.516557447, 566999.516752803, 566999.516254493, 566964.516376993, 566964.516243462, 566929.51624122, 566929.516241219, 566894.516623084, 566859.516400359, 566824.516858751, 566824.516821406, 566789.516573874, 
566754.516679425, 566754.51664906, 566719.516761747, 566684.516518243, 566684.516487269, 566649.516889041, 566649.516500292, 566614.516937901, 566614.516937901, 566579.516561279, 566579.516267305, 566544.516906342, 566509.516436758, 566474.517408215, 566509.516349365, 566477.874555143, 566495.374889501, 286986.261560749, 287003.761333858, 287021.261046931, 287038.761353512, 287056.261774, 287056.982555037, 287057.662596962, 287058.300035766, 287058.893124217, 287059.440236648, 287059.939873411, 287060.390664993, 
287060.791375765, 287061.140907371, 287061.438301736, 287061.682743698, 287061.873563236, 287062.01023731, 287062.092391293, 287062.1198, 287062.11975, 287062.1197, 287062.119499999, 287062.119347339, 287073.761537456, 287091.261873999, 287091.982660134, 287092.662706551, 287093.300149201, 287093.893240815, 287094.440355695, 287094.939994165, 287095.390786686, 287095.791497608, 287096.14102856, 287096.438421456, 287096.682861123, 287096.873677539, 287097.010347663, 287097.092496875, 287097.119899999, 
287097.11965, 287097.119459174, 287108.761514887, 287126.261575014, 287126.982350626, 287127.662386864, 287128.299819735, 287128.892902022, 287129.440008075, 287129.939638266, 287130.390423098, 287130.79112696, 287131.140651515, 287131.43803871, 287131.682473399, 287131.873285584, 287132.009952242, 287132.092098769, 287132.119499999, 287132.119199999, 287132.1189, 287132.119, 287132.119076331, 287143.761272125, 287161.261236638, 287161.981984452, 287162.661994747, 287163.299403704, 287163.892464266, 
287164.439550932, 287164.939164208, 287165.389934719, 287165.79062696, 287166.140142686, 287166.437523921, 287166.681955579, 287166.872767706, 287167.00943731, 287167.091589798, 287167.119, 287167.11905, 287167.119088165, 287178.761326047, 287196.261553795, 287213.761602996, 287231.261377045, 287231.982116316, 287232.662118722, 287233.299520498, 287233.892574641, 287234.439655695, 287234.939264209, 287235.390030846, 287235.790720134, 287236.140233858, 287236.437614061, 287236.682045678, 287236.872858767, 
287237.009530341, 287237.09168581, 287237.1191, 287237.119299999, 287237.119452661, 287248.761574369, 287266.261594201, 287283.761813056, 287301.261954812, 287318.761874069, 287287.119064502, 287252.119925242, 287252.119546856, 287217.119362699, 287182.119726416, 287182.119250593, 287147.119306704, 287147.119190675, 287112.119472524, 287112.118907567, 287077.11901552, 287042.119524435, 287042.119524434, 287077.119221248, 287042.11963879, 287042.11963879, 287077.119123031, 287077.119342904, 287112.118716999, 
287077.119970464, 287077.119758867, 287042.119797321, 287042.11979732, 287007.119916744, 287007.119916744, 287042.119283445, 287042.119283445, 287007.119924665, 287007.119609226, 286972.119715532, 287007.119067944, 286972.119150197, 286972.119150197, 287007.119241821, 286972.119690607, 286972.119690607, 287007.119018339, 286972.119837435, 286972.119837435, 286937.11956279, 286937.119562787, 286902.119507779, 286902.119441952, 286867.119576433, 286867.119576434, 286902.119914216, 286867.119572139, 
286902.119483065, 286937.119400981, 286968.761376391, 286986.261560749))"
